Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Stammkunde,Einkaufssumme,Elektrowerkzeuge,Eisenwaren,Handwerkzeuge,Sanitaermaterial,Schliesstechnik,Fliesen,Farben,Armaturen,Renovierung,Elektromaterial,Baustoffe,Holz,Bodenbelag,Leuchten,Gartengeraete
w,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,18,0,9,48,0,0,0,0,0,0,0,0,0,0,0,0
m,51-60,nein,ledig,ja,Samstag,<10 Uhr,< 10 km,3200-<4500,1 bis 5,117,0,3,13,55,45,0,0,82,0,0,59,0,0,0,0
m,51-60,nein,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,3200-<4500,1 bis 5,74,0,0,0,74,0,132,0,25,0,0,0,0,0,0,0
w,18-30,nein,ledig,ja,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,249,0,10,0,56,0,87,0,120,0,156,0,0,0,0,0
w,41-50,nein,ledig,nein,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,447,0,3,16,0,87,0,0,0,288,0,146,0,0,10,0
m,>60,nein,ledig,ja,Freitag,14-17 Uhr,< 10 km,<1000,> 5,392,0,14,6,54,0,156,0,0,128,2,190,0,50,72,0
m,18-30,ja,Partnerschaft,ja,Montag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,183,0,8,3,0,0,0,0,0,90,0,51,0,0,34,0
m,41-50,nein,Partnerschaft,ja,Montag,14-17 Uhr,< 10 km,1000-<2000,> 5,214,45,4,39,0,29,0,104,0,0,0,31,9,0,0,0
w,31-40,nein,Partnerschaft,ja,Donnerstag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,184,0,0,0,0,0,0,0,0,172,0,0,0,0,12,0
m,31-40,nein,ledig,ja,Montag,12-14 Uhr,10 - 25 km,2000-<3200,1 bis 5,473,0,10,26,0,25,0,0,0,0,0,82,0,0,0,381
w,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,176,0,21,14,0,0,0,0,0,0,0,135,0,0,0,0
w,31-40,ja,ledig,nein,Montag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,230,49,0,0,0,0,0,0,0,150,0,0,31,0,0,0
m,18-30,nein,ledig,nein,Freitag,12-14 Uhr,< 10 km,3200-<4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,41-50,ja,Partnerschaft,nein,Samstag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,437,0,0,0,0,0,0,0,212,108,0,117,0,0,0,0
m,18-30,ja,ledig,ja,Dienstag,14-17 Uhr,< 10 km,2000-<3200,> 5,411,0,0,9,0,0,138,0,0,90,150,0,0,0,56,0
m,31-40,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,>4500,0,557,228,3,0,51,0,171,0,148,57,35,0,0,90,14,0
m,>60,ja,Partnerschaft,nein,Donnerstag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,365,0,5,14,147,20,186,0,26,0,0,143,34,0,36,0
m,>60,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,637,152,10,27,0,36,0,0,131,222,0,122,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,3200-<4500,0,507,0,10,32,70,51,170,110,138,0,105,126,0,0,37,0
w,18-30,nein,Partnerschaft,ja,Samstag,10-12 Uhr,10 - 25 km,<1000,> 5,400,0,4,39,37,9,0,0,0,0,0,336,0,0,23,0
m,18-30,ja,ledig,ja,Donnerstag,<10 Uhr,< 10 km,2000-<3200,0,692,0,2,2,26,120,0,0,98,0,69,447,22,0,50,0
m,18-30,ja,Partnerschaft,nein,Freitag,12-14 Uhr,< 10 km,1000-<2000,0,236,0,0,0,24,0,0,0,300,126,0,0,0,0,0,0
m,51-60,ja,Partnerschaft,ja,Freitag,12-14 Uhr,< 10 km,1000-<2000,> 5,291,0,0,0,22,0,42,0,150,66,68,0,0,0,0,0
m,41-50,nein,Partnerschaft,nein,Mittwoch,>17 Uhr,10 - 25 km,>4500,1 bis 5,365,184,0,24,99,0,104,0,273,110,49,0,9,0,6,0
m,18-30,nein,Partnerschaft,nein,Montag,14-17 Uhr,< 10 km,2000-<3200,0,40,0,2,12,0,33,0,0,0,0,0,0,29,0,0,0
m,51-60,ja,Partnerschaft,ja,Freitag,14-17 Uhr,> 25 km,1000-<2000,1 bis 5,265,106,0,0,62,0,0,0,56,0,0,0,0,97,0,0
w,>60,nein,Partnerschaft,nein,Freitag,>17 Uhr,10 - 25 km,1000-<2000,> 5,213,0,9,0,0,44,0,0,0,103,38,96,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Dienstag,14-17 Uhr,10 - 25 km,1000-<2000,> 5,570,0,12,26,207,21,98,0,0,166,147,204,0,0,21,0
m,>60,ja,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,> 5,101,0,0,10,0,0,0,0,0,88,63,28,0,0,14,0
m,18-30,ja,ledig,nein,Montag,<10 Uhr,> 25 km,>4500,0,897,168,0,0,81,0,0,0,0,66,0,336,0,0,0,0
m,>60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,39,0,0,0,0,0,0,0,0,129,39,0,0,0,39,0
m,41-50,ja,ledig,nein,Freitag,10-12 Uhr,< 10 km,2000-<3200,> 5,548,153,0,10,30,76,81,0,60,0,0,249,30,0,0,0
m,41-50,nein,Partnerschaft,ja,Dienstag,>17 Uhr,10 - 25 km,3200-<4500,1 bis 5,255,0,0,0,0,0,0,0,0,97,0,158,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Mittwoch,14-17 Uhr,10 - 25 km,<1000,0,113,0,0,0,0,0,0,0,0,56,80,0,0,0,96,0
m,31-40,nein,ledig,ja,Samstag,>17 Uhr,10 - 25 km,<1000,> 5,87,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0
m,31-40,ja,ledig,ja,Dienstag,>17 Uhr,< 10 km,>4500,> 5,357,0,14,16,48,16,44,114,145,50,15,126,40,0,30,0
m,>60,nein,ledig,ja,Dienstag,<10 Uhr,10 - 25 km,<1000,> 5,359,0,9,6,0,54,0,0,0,0,0,333,0,0,0,0
m,51-60,ja,ledig,ja,Freitag,<10 Uhr,10 - 25 km,1000-<2000,0,604,0,3,39,28,18,109,0,0,81,96,39,21,0,50,297
m,31-40,ja,ledig,ja,Donnerstag,14-17 Uhr,10 - 25 km,3200-<4500,1 bis 5,322,198,0,28,0,0,0,0,0,54,0,0,42,0,0,0
m,>60,nein,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,0,555,0,15,36,0,13,0,0,0,180,0,360,0,0,0,0
m,51-60,nein,ledig,nein,Samstag,14-17 Uhr,> 25 km,1000-<2000,1 bis 5,460,0,18,18,0,0,0,0,0,0,33,258,7,0,90,0
w,31-40,ja,Partnerschaft,ja,Samstag,12-14 Uhr,< 10 km,3200-<4500,> 5,444,0,0,0,81,0,51,0,0,69,0,294,0,0,0,0
w,31-40,nein,ledig,nein,Donnerstag,10-12 Uhr,< 10 km,<1000,> 5,324,0,0,51,0,0,0,0,0,0,0,273,0,0,0,0
m,>60,ja,ledig,ja,Samstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,253,0,12,15,22,78,0,0,297,24,120,0,80,0,22,0
m,>60,ja,Partnerschaft,ja,Dienstag,14-17 Uhr,10 - 25 km,3200-<4500,1 bis 5,518,0,0,0,0,0,0,0,0,135,156,236,36,0,17,0
w,41-50,ja,ledig,nein,Montag,>17 Uhr,10 - 25 km,2000-<3200,0,212,0,16,42,0,70,0,0,0,0,68,0,93,0,70,0
m,18-30,nein,Partnerschaft,nein,Samstag,10-12 Uhr,< 10 km,2000-<3200,> 5,326,0,0,21,0,72,0,0,0,18,141,0,0,0,28,0
m,>60,nein,ledig,ja,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,0,602,154,16,0,0,0,0,0,0,0,0,432,0,0,0,0
w,18-30,ja,ledig,ja,Freitag,<10 Uhr,< 10 km,<1000,> 5,239,0,0,0,16,0,0,0,127,130,0,0,93,0,0,0
w,>60,nein,Partnerschaft,nein,Freitag,10-12 Uhr,10 - 25 km,<1000,> 5,160,0,0,0,0,0,0,0,0,0,96,0,0,0,78,0
w,51-60,ja,Partnerschaft,ja,Mittwoch,12-14 Uhr,10 - 25 km,1000-<2000,1 bis 5,609,0,0,0,108,0,363,0,86,32,99,174,0,0,24,0
m,31-40,ja,ledig,ja,Dienstag,14-17 Uhr,10 - 25 km,1000-<2000,0,262,0,0,0,0,0,0,138,0,124,0,0,0,0,0,0
w,18-30,nein,Partnerschaft,ja,Freitag,>17 Uhr,> 25 km,3200-<4500,0,135,0,1,4,0,0,112,0,0,0,0,0,18,0,0,0
m,>60,nein,ledig,nein,Donnerstag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,121,0,12,26,0,104,0,0,0,52,23,0,0,0,0,0
w,31-40,ja,ledig,ja,Samstag,>17 Uhr,10 - 25 km,2000-<3200,> 5,318,0,3,26,0,78,0,0,0,0,0,0,0,0,0,315
m,31-40,nein,Partnerschaft,ja,Donnerstag,10-12 Uhr,< 10 km,3200-<4500,> 5,480,0,27,1,84,69,330,0,238,268,0,50,51,0,0,0
m,41-50,nein,Partnerschaft,ja,Montag,>17 Uhr,> 25 km,<1000,> 5,159,0,12,15,0,30,0,0,0,0,147,0,0,0,12,0
w,18-30,nein,ledig,nein,Samstag,14-17 Uhr,10 - 25 km,3200-<4500,> 5,147,114,0,33,0,0,0,0,0,0,0,0,0,0,0,0
m,41-50,ja,ledig,ja,Montag,>17 Uhr,< 10 km,1000-<2000,> 5,610,0,6,24,51,87,22,0,79,93,117,94,48,0,0,0
w,51-60,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,395,0,0,0,0,32,0,0,0,0,0,81,0,0,0,282
m,41-50,nein,ledig,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,0,403,243,0,0,51,0,261,0,0,0,0,32,54,0,23,0
m,51-60,ja,ledig,nein,Dienstag,<10 Uhr,< 10 km,2000-<3200,1 bis 5,302,0,0,0,23,0,0,0,76,132,54,150,0,0,32,0
w,18-30,ja,Partnerschaft,ja,Montag,10-12 Uhr,10 - 25 km,<1000,> 5,461,0,1,0,0,0,62,0,0,0,0,119,0,279,0,0
w,31-40,ja,Partnerschaft,ja,Freitag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,288,0,10,0,38,33,56,0,188,0,0,0,0,0,0,240
w,31-40,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,0,8,0,0,0,8,0,108,0,107,0,0,0,0,0,0,0
m,31-40,nein,ledig,ja,Dienstag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,454,39,12,33,0,93,0,0,0,0,134,237,0,0,0,0
m,>60,nein,Partnerschaft,ja,Freitag,<10 Uhr,10 - 25 km,3200-<4500,> 5,417,44,3,0,3,0,324,0,123,165,37,282,24,0,70,0
w,>60,nein,Partnerschaft,nein,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,786,291,15,0,42,0,118,0,216,78,0,306,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,>4500,> 5,101,0,0,0,51,0,156,0,98,50,0,0,0,0,0,0
w,18-30,ja,ledig,ja,Montag,<10 Uhr,10 - 25 km,3200-<4500,0,212,0,12,0,66,72,0,0,83,0,0,81,23,0,0,0
w,31-40,nein,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,112,0,0,0,23,0,206,0,0,55,0,0,0,0,34,0
w,>60,ja,Partnerschaft,ja,Montag,12-14 Uhr,< 10 km,>4500,> 5,768,160,0,14,0,0,0,0,0,0,0,558,0,0,36,0
w,>60,nein,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,252,0,9,0,0,58,0,0,114,0,0,0,129,0,0,0
w,18-30,ja,ledig,ja,Montag,12-14 Uhr,> 25 km,1000-<2000,> 5,117,102,0,0,0,0,0,0,0,0,0,0,15,0,0,0
m,>60,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,>4500,1 bis 5,144,0,0,24,88,0,130,0,0,0,0,32,0,0,0,0
m,51-60,ja,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,35,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
m,18-30,ja,ledig,nein,Dienstag,<10 Uhr,10 - 25 km,2000-<3200,> 5,71,0,2,51,0,22,0,0,0,0,0,69,0,0,0,0
m,41-50,ja,ledig,ja,Donnerstag,10-12 Uhr,10 - 25 km,<1000,0,256,0,18,0,42,88,0,0,96,0,30,116,0,0,0,0
w,31-40,nein,Partnerschaft,nein,Dienstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,476,0,12,6,0,36,0,0,0,0,74,0,64,0,0,128
m,41-50,nein,ledig,nein,Donnerstag,>17 Uhr,10 - 25 km,2000-<3200,0,33,0,0,0,0,0,0,0,0,0,33,0,0,0,27,0
w,18-30,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,547,0,1,0,0,0,0,0,0,177,0,369,0,0,0,0
m,>60,nein,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,3200-<4500,0,65,0,5,7,0,0,0,0,0,0,0,0,51,0,0,0
w,>60,ja,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,305,39,0,0,0,68,0,0,0,0,0,0,0,0,0,198
w,18-30,ja,ledig,ja,Donnerstag,12-14 Uhr,< 10 km,2000-<3200,> 5,192,0,6,7,49,28,64,0,132,0,59,0,78,0,0,0
m,>60,nein,ledig,nein,Montag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,634,0,0,0,36,0,129,0,93,135,0,260,32,0,0,171
m,51-60,ja,ledig,ja,Dienstag,<10 Uhr,< 10 km,2000-<3200,> 5,316,0,21,8,84,0,142,0,218,180,0,0,0,0,0,0
m,>60,nein,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,<1000,1 bis 5,677,0,8,33,0,0,0,0,0,291,0,0,30,0,0,330
w,>60,nein,ledig,ja,Montag,>17 Uhr,< 10 km,2000-<3200,> 5,40,0,4,2,10,100,32,0,0,0,0,0,0,0,0,0
w,31-40,nein,ledig,ja,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,61,0,10,27,15,69,260,0,158,249,36,0,0,0,12,0
m,>60,nein,ledig,ja,Dienstag,10-12 Uhr,< 10 km,>4500,1 bis 5,545,0,5,30,0,0,0,0,0,168,0,372,0,0,0,0
w,31-40,ja,Partnerschaft,nein,Dienstag,12-14 Uhr,< 10 km,<1000,> 5,425,0,3,8,40,33,0,0,0,44,40,342,0,0,31,0
m,18-30,ja,Partnerschaft,nein,Freitag,10-12 Uhr,> 25 km,>4500,> 5,132,0,4,10,50,99,166,0,29,48,0,0,0,0,0,0
m,18-30,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,3200-<4500,0,406,0,7,42,81,0,96,57,222,0,0,261,0,0,0,0
m,18-30,nein,ledig,ja,Dienstag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,120,0,8,27,74,48,267,0,35,75,38,0,0,0,0,0
w,51-60,nein,ledig,nein,Freitag,10-12 Uhr,< 10 km,>4500,> 5,381,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,2000-<3200,> 5,316,60,12,30,108,0,178,0,0,32,0,104,0,0,0,0
w,41-50,nein,Partnerschaft,ja,Dienstag,<10 Uhr,< 10 km,>4500,> 5,864,357,0,1,56,66,85,0,65,0,0,147,0,0,0,0
m,51-60,nein,ledig,ja,Samstag,<10 Uhr,> 25 km,<1000,0,186,0,0,0,14,87,0,0,106,34,0,51,0,0,0,0
m,>60,ja,Partnerschaft,ja,Dienstag,14-17 Uhr,< 10 km,>4500,0,319,0,1,8,0,0,0,0,0,0,96,122,0,0,27,0
m,41-50,nein,ledig,ja,Freitag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,493,0,7,15,174,78,12,0,6,168,28,194,0,0,117,31
m,51-60,nein,ledig,ja,Montag,12-14 Uhr,< 10 km,3200-<4500,1 bis 5,162,84,0,9,0,0,0,69,0,0,0,0,0,0,0,0
w,>60,nein,ledig,ja,Donnerstag,<10 Uhr,10 - 25 km,1000-<2000,> 5,531,153,0,18,0,0,0,174,0,0,0,0,15,0,0,171
w,51-60,ja,Partnerschaft,ja,Freitag,12-14 Uhr,10 - 25 km,1000-<2000,1 bis 5,562,168,2,6,33,84,214,108,0,135,35,216,0,0,0,0
w,41-50,ja,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,>4500,0,99,0,0,0,99,0,0,0,128,0,0,0,0,0,0,0
m,>60,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,> 5,379,0,0,12,0,0,0,0,0,0,41,326,0,0,13,0
w,31-40,nein,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,<1000,> 5,336,0,0,36,0,0,0,0,0,20,180,103,0,0,69,0
m,18-30,nein,ledig,ja,Samstag,12-14 Uhr,< 10 km,1000-<2000,> 5,51,0,0,0,0,0,0,0,0,138,51,0,0,0,50,0
m,31-40,ja,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,2000-<3200,0,535,172,15,0,36,29,0,0,52,0,0,189,123,0,0,0
m,18-30,nein,ledig,ja,Freitag,10-12 Uhr,> 25 km,1000-<2000,> 5,376,0,0,17,0,32,0,0,0,147,0,180,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Montag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,170,0,9,0,48,0,22,0,0,0,0,0,48,0,0,0
m,41-50,ja,ledig,ja,Freitag,14-17 Uhr,< 10 km,<1000,> 5,156,0,0,0,0,0,78,0,0,0,0,0,0,0,0,78
m,51-60,nein,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,514,210,0,9,61,0,0,0,0,53,150,33,0,51,0,0
m,41-50,nein,Partnerschaft,nein,Montag,14-17 Uhr,10 - 25 km,<1000,> 5,73,0,7,33,0,0,0,0,0,0,0,0,48,0,0,0
m,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,181,0,9,5,116,90,0,0,0,0,0,0,0,0,0,0
m,18-30,ja,Partnerschaft,nein,Freitag,>17 Uhr,> 25 km,<1000,0,234,72,3,42,80,30,71,0,155,88,12,0,0,0,0,0
m,51-60,ja,ledig,ja,Montag,12-14 Uhr,< 10 km,3200-<4500,0,312,0,12,11,120,0,118,0,0,207,130,0,0,0,0,0
w,>60,ja,ledig,ja,Freitag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,114,0,5,1,105,12,0,0,97,129,4,0,0,0,0,0
w,18-30,ja,ledig,ja,Freitag,>17 Uhr,10 - 25 km,1000-<2000,> 5,19,0,15,18,0,28,0,0,0,0,0,0,0,0,0,0
m,18-30,ja,ledig,ja,Freitag,>17 Uhr,10 - 25 km,1000-<2000,> 5,378,0,0,0,88,0,0,0,381,0,0,228,62,0,0,0
m,>60,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,367,52,15,0,34,78,0,0,0,66,90,0,26,0,0,0
m,18-30,nein,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,3200-<4500,1 bis 5,190,0,8,22,56,20,190,0,115,74,36,60,0,0,72,0
w,>60,nein,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,2000-<3200,0,102,0,6,27,0,25,0,0,0,71,51,0,0,0,0,0
m,>60,nein,Partnerschaft,nein,Samstag,<10 Uhr,10 - 25 km,3200-<4500,0,599,0,20,0,19,27,74,0,0,24,70,273,0,0,63,0
m,41-50,nein,ledig,nein,Montag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,599,315,3,0,0,43,69,0,0,222,124,0,0,0,0,0
w,41-50,ja,Partnerschaft,ja,Freitag,14-17 Uhr,< 10 km,<1000,1 bis 5,400,0,0,0,150,0,138,0,73,174,80,0,120,50,28,0
m,>60,ja,ledig,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,299,45,8,30,0,46,0,0,0,69,67,110,69,0,0,0
m,>60,nein,ledig,nein,Freitag,>17 Uhr,< 10 km,<1000,> 5,184,30,21,9,34,56,129,0,0,49,66,0,33,0,0,0
m,18-30,nein,ledig,ja,Mittwoch,14-17 Uhr,< 10 km,<1000,> 5,436,0,5,36,0,114,0,0,0,291,129,46,58,0,22,0
m,>60,ja,ledig,ja,Donnerstag,14-17 Uhr,10 - 25 km,2000-<3200,> 5,448,118,0,42,0,0,0,0,0,192,26,196,66,0,48,0
m,31-40,nein,Partnerschaft,nein,Donnerstag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,329,0,6,28,0,7,0,0,0,246,0,0,0,77,0,0
w,31-40,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,134,0,0,12,0,0,0,0,122,0,0,0,0,0,0,0
m,51-60,ja,ledig,ja,Samstag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,441,54,0,0,24,0,23,0,76,363,0,0,0,0,0,0
m,>60,nein,Partnerschaft,nein,Dienstag,10-12 Uhr,10 - 25 km,>4500,> 5,52,0,10,36,0,27,0,0,0,0,0,0,0,0,0,0
m,>60,nein,Partnerschaft,nein,Montag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,320,54,10,28,48,0,68,0,180,0,0,72,0,0,0,80
m,>60,ja,ledig,nein,Donnerstag,14-17 Uhr,< 10 km,3200-<4500,> 5,436,135,0,18,100,54,134,0,0,98,129,0,0,0,117,0
w,31-40,ja,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,449,0,6,24,0,17,0,0,224,0,0,212,0,0,0,0
w,31-40,ja,Partnerschaft,ja,Mittwoch,14-17 Uhr,10 - 25 km,1000-<2000,> 5,132,0,15,26,45,12,0,0,0,66,0,0,0,0,0,0
m,31-40,nein,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,339,0,3,0,40,93,34,0,198,0,84,0,0,0,48,65
m,51-60,nein,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,2000-<3200,> 5,58,0,4,5,0,38,0,0,0,0,0,0,0,0,0,0
m,31-40,ja,ledig,nein,Samstag,<10 Uhr,10 - 25 km,3200-<4500,0,84,0,0,15,0,0,0,0,0,102,69,0,0,0,78,0
w,41-50,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,1 bis 5,232,0,9,22,126,51,94,0,0,0,0,87,0,0,0,0
w,41-50,nein,Partnerschaft,ja,Mittwoch,10-12 Uhr,< 10 km,>4500,1 bis 5,211,100,3,32,0,76,0,0,0,0,0,0,0,108,0,0
m,41-50,ja,Partnerschaft,ja,Dienstag,12-14 Uhr,< 10 km,>4500,1 bis 5,118,0,0,0,0,0,0,0,0,50,36,40,42,0,13,0
m,18-30,nein,Partnerschaft,ja,Dienstag,<10 Uhr,10 - 25 km,<1000,0,265,0,0,0,0,0,0,0,0,120,0,116,0,0,29,0
m,18-30,ja,ledig,ja,Dienstag,>17 Uhr,> 25 km,>4500,1 bis 5,208,17,5,0,42,16,198,0,220,0,0,144,0,0,0,0
m,31-40,ja,ledig,nein,Samstag,14-17 Uhr,< 10 km,3200-<4500,1 bis 5,415,0,0,0,36,0,0,162,243,207,0,0,10,0,0,0
m,>60,ja,ledig,nein,Samstag,10-12 Uhr,< 10 km,<1000,1 bis 5,443,0,10,6,52,53,294,0,104,0,0,372,0,0,0,0
m,31-40,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,< 10 km,1000-<2000,0,222,61,0,0,66,0,70,0,160,120,45,50,0,0,35,0
m,>60,nein,ledig,ja,Montag,>17 Uhr,10 - 25 km,2000-<3200,0,294,0,6,54,0,0,0,0,0,148,0,0,0,0,0,140
w,41-50,ja,Partnerschaft,ja,Donnerstag,10-12 Uhr,< 10 km,3200-<4500,> 5,52,0,0,20,0,0,0,0,0,0,0,32,0,0,0,0
m,>60,ja,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,>60,ja,ledig,nein,Freitag,10-12 Uhr,10 - 25 km,<1000,1 bis 5,111,0,0,0,111,0,369,0,152,0,0,0,0,0,0,0
m,>60,nein,Partnerschaft,nein,Samstag,>17 Uhr,10 - 25 km,<1000,> 5,130,0,10,0,120,0,41,0,0,0,0,0,0,0,0,0
w,18-30,ja,ledig,nein,Dienstag,>17 Uhr,< 10 km,>4500,1 bis 5,313,0,0,0,0,0,0,0,0,24,46,228,0,0,22,0
w,>60,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,92,0,7,0,48,66,176,0,204,0,0,0,37,0,0,0
w,>60,ja,Partnerschaft,nein,Samstag,>17 Uhr,10 - 25 km,2000-<3200,> 5,544,0,5,12,120,104,354,0,64,136,0,261,0,0,22,0
w,31-40,nein,ledig,nein,Donnerstag,14-17 Uhr,10 - 25 km,1000-<2000,1 bis 5,396,0,7,26,0,24,0,0,0,306,0,83,0,0,0,0
w,41-50,nein,ledig,nein,Freitag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,159,0,0,0,0,0,0,0,0,0,62,0,22,75,110,0
w,31-40,ja,Partnerschaft,nein,Freitag,14-17 Uhr,< 10 km,>4500,> 5,112,0,0,0,0,0,0,0,0,46,0,0,66,0,0,0
m,41-50,ja,Partnerschaft,ja,Montag,<10 Uhr,10 - 25 km,2000-<3200,> 5,285,110,6,42,0,0,0,0,0,0,0,71,0,98,0,0
m,>60,ja,ledig,nein,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,273,0,0,3,23,0,202,0,0,86,108,139,0,0,126,0
w,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,> 5,268,0,0,63,69,0,93,63,0,243,37,0,0,0,42,0
w,>60,ja,Partnerschaft,ja,Mittwoch,14-17 Uhr,10 - 25 km,<1000,1 bis 5,141,0,21,0,72,60,57,0,156,0,0,0,0,0,48,0
w,41-50,ja,ledig,nein,Dienstag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,105,0,0,16,0,39,0,0,0,0,0,0,50,0,0,0
w,41-50,nein,Partnerschaft,ja,Donnerstag,10-12 Uhr,< 10 km,2000-<3200,0,32,0,8,4,24,0,213,0,0,0,0,0,0,0,0,0
m,18-30,ja,Partnerschaft,nein,Montag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,216,0,10,8,102,56,228,0,0,104,0,0,0,0,0,0
m,18-30,ja,Partnerschaft,nein,Montag,12-14 Uhr,< 10 km,<1000,0,251,0,2,12,0,0,0,0,0,249,0,0,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,308,70,0,0,0,0,53,0,0,0,0,0,0,135,50,0
m,31-40,nein,Partnerschaft,ja,Montag,12-14 Uhr,< 10 km,1000-<2000,> 5,102,66,6,32,30,23,0,0,231,0,0,0,0,0,0,0
